Enzyme_id	Sample_s9c	Sample_s9B	Sample_s8c	Sample_s8B	Sample_s7c	Sample_s7B	Sample_s76c	Sample_s76B	Sample_s75c	Sample_s75B	Sample_s74c	Sample_s74B	Sample_s73c	Sample_s73B	Sample_s72c	Sample_s72B	Sample_s71C	Sample_s71B	Sample_s6c	Sample_s6B	Sample_s66c	Sample_s66B	Sample_s65c	Sample_s65B	Sample_s64c	Sample_s64B	Sample_s62c	Sample_s62B	Sample_s61c	Sample_s61B	Sample_s60c	Sample_s60B	Sample_s58c	Sample_s58B	Sample_s57c	Sample_s57B	Sample_s56c	Sample_s56B	Sample_s55c	Sample_s55B	Sample_s54c	Sample_s54B	Sample_s53c	Sample_s53B	Sample_s52c	Sample_s52B	Sample_s51c	Sample_s51B	Sample_s50c	Sample_s50B	Sample_s4c	Sample_s4B	Sample_s49c	Sample_s49B	Sample_s48c	Sample_s48B	Sample_s46c	Sample_s46B	Sample_s45c	Sample_s45B	Sample_s42c	Sample_s42B	Sample_s39c	Sample_s39B	Sample_s38c	Sample_s38B	Sample_s37c	Sample_s37B	Sample_s36c	Sample_s36B	Sample_s35c	Sample_s35B	Sample_s34c	Sample_s34B	Sample_s33c	Sample_s33B	Sample_s32c	Sample_s32B	Sample_s31c	Sample_s31B	Sample_s30c	Sample_s30B	Sample_s2c	Sample_s2B	Sample_s29c	Sample_s29B	Sample_s28c	Sample_s28B	Sample_s24c	Sample_s24B	Sample_s22c	Sample_s22B	Sample_s21c	Sample_s21B	Sample_s19c	Sample_s19B	Sample_s18c	Sample_s18B	Sample_s16c	Sample_s16B	Sample_s15c	Sample_s15B	Sample_s14c	Sample_s14B	Sample_s13c	Sample_s13B	Sample_s11c	Sample_s11B	Sample_s10c	Sample_s10B
CBM4	0.003363567	0.003400597	0.001289886	0.001896852	0.000593133	0.001927769	0.002654982	0.003370891	0.002012226	0.001145883	0.001873782	0.0037874	0.001427582	0.000780752	0.003284038	0.00162231	0.001489831	0.002164486	0.001306273	0.003623309	0.001739978	0.001539289	0.00287266	0.003446259	0.002382461	0.001351706	0.002000267	0.001657753	0.002041478	0.001310197	0.00167249	0.00465551	0.001787517	0.001669846	0.003576297	0.002805215	0.001526793	0.000796017	0.001093719	0.002590333	0.001007994	0.001088936	0.002520151	0.002034333	0.002780787	0.001660332	0.001981767	0.00198482	0.00187488	0.002098186	0.002388457	0.002566178	0.003436907	0.000791459	0.000223514	0.001569208	7.31E-05	0.001909146	6.83E-05	0.001401771	4.23E-05	0.001008565	0.000129615	0.004229115	0.000222042	0.001049834	0.000414568	0.00249095	0	0.001477343	8.88E-05	0.002335351	0.000127608	0.001862795	0.000380308	0.000797921	0	0.001911464	0.000563139	0.003702331	0.0018818	0.00310314	0.001407374	0.001912924	0.000187769	0.004355245	0.000428412	0.000842916	0.001157332	0.002011473	0.00166808	0.002619403	0.000765654	0.000744356	0.001421241	0.002003509	0.001343988	0.001501215	0.002031654	0.001910967	0.001928304	0.001306028	0.00236705	0.003767795	0.002273741	0.004004479	0.003949725	0.004014752	0.002466405	0.002146353
CBM41	1.54E-05	6.22E-05	3.15E-05	0.000370585	0	1.03E-05	1.62E-05	0	7.91E-06	0.00017113	3.75E-05	8.23E-05	1.43E-05	8.97E-05	0	0	3.62E-05	4.22E-05	3.22E-05	9.15E-05	8.91E-06	0	3.07E-06	6.90E-06	5.80E-05	0.000176227	7.71E-06	3.57E-05	8.01E-06	0	0	0	1.59E-05	2.17E-06	3.22E-05	5.33E-06	1.03E-05	0.000120163	4.35E-06	2.28E-05	4.39E-05	2.69E-06	2.39E-05	1.49E-05	1.57E-05	0.000177826	0	3.51E-06	1.05E-05	1.49E-05	1.34E-05	0	0	0	2.58E-05	3.39E-05	0.000155275	6.15E-05	0	3.22E-05	2.96E-05	2.59E-05	1.09E-05	3.26E-05	0.000214686	0.000155288	3.51E-05	1.69E-05	0	0	0	0	5.14E-06	2.99E-06	0.000111269	0	0	0	1.44E-05	0.00026084	9.70E-06	4.74E-06	0	2.72E-05	0	0	0	0.000637263	2.71E-05	0.000165266	0.000116959	0.000178701	1.17E-05	3.27E-05	0	0	3.57E-06	0	4.19E-05	6.51E-05	7.59E-06	4.98E-06	9.06E-05	5.71E-06	0	8.94E-06	1.03E-05	0	1.67E-05	2.13E-05
CBM42	0	0	0	0	0	0	0	0	0	1.01E-05	2.35E-05	0	8.27E-05	8.83E-05	0	2.24E-05	0	4.98E-05	0	0	5.80E-06	0	5.12E-05	0	6.88E-06	0	0	0	0	0	0	1.09E-05	5.50E-06	0	0.00013578	6.25E-05	0	2.87E-06	0	1.53E-05	1.16E-05	5.91E-05	0	5.39E-06	0	0	0	0	3.42E-06	0	0	0	5.63E-06	0	0	8.76E-05	0	0	0	0	0	0	7.74E-06	0	0	0	0	0.000107941	0	0	0	6.20E-05	0	0	0	8.73E-05	0	0	0	0	0	0	0	0	1.35E-05	3.98E-05	0	0	0	0	1.27E-05	0	0	0	8.99E-06	0	0	0	0	0	0	2.02E-05	0	0	0	0	0	0	2.09E-05	6.25E-05
CBM46	0	0	4.80E-05	1.62E-05	6.06E-05	0.00034604	0	4.79E-06	0	4.92E-06	2.24E-05	3.73E-05	0	0	0	3.00E-05	1.83E-05	0	8.35E-06	8.55E-06	4.43E-06	0.00022242	1.43E-05	2.49E-05	7.60E-06	0	1.41E-05	0.000118392	0	5.49E-06	3.22E-06	5.39E-05	1.14E-05	1.68E-05	0	6.37E-05	1.57E-05	4.53E-05	0	4.58E-06	4.43E-06	1.00E-05	0	2.73E-05	0	0	6.39E-05	2.89E-05	0	1.66E-05	8.99E-06	2.86E-05	1.14E-05	0.000303045	2.97E-05	4.30E-06	2.40E-05	3.38E-05	7.68E-05	0.000241455	1.77E-05	4.91E-06	2.28E-05	1.33E-05	5.69E-05	6.81E-06	2.82E-05	0	2.23E-05	0.000320583	0.000290538	6.96E-06	3.71E-05	1.24E-05	0	5.93E-06	3.55E-05	3.25E-05	1.88E-05	3.04E-05	9.27E-06	5.52E-06	8.06E-06	0.000136942	9.72E-05	1.88E-05	5.05E-05	2.11E-05	0	1.19E-05	2.44E-05	6.01E-05	1.35E-05	0.000455098	0	2.81E-05	5.28E-06	8.59E-06	8.29E-06	7.08E-06	7.90E-05	4.25E-06	5.87E-05	9.60E-06	1.09E-05	1.85E-05	0	9.46E-06	0	1.89E-05
CBM48	0.009816097	0.009560802	0.010498038	0.007943765	0.009643903	0.006665592	0.006787958	0.004419112	0.004168525	0.005170374	0.007421438	0.007647115	0.005373686	0.004566369	0.00940169	0.007175587	0.007634966	0.006639966	0.009065542	0.010252331	0.005000223	0.003973067	0.009172995	0.007913921	0.010278031	0.005805193	0.007753613	0.00654879	0.006633421	0.005557568	0.00655618	0.00736996	0.008597923	0.005865104	0.010330889	0.008366355	0.007096725	0.007961311	0.006511735	0.007155652	0.009429386	0.006619692	0.009042785	0.009284587	0.011010968	0.006732894	0.009218364	0.00575271	0.009306286	0.008200945	0.009607067	0.007052109	0.011651042	0.005876874	0.005028719	0.003036204	0.004432835	0.006603145	0.006436354	0.003426139	0.007867645	0.006483438	0.006067273	0.010976364	0.00526415	0.004867818	0.006746552	0.006294033	0.004376029	0.006073172	0.007893397	0.005498613	0.006368936	0.00686139	0.003966195	0.004381394	0.003240756	0.003454931	0.006585147	0.007624106	0.002847671	0.007520253	0.008148713	0.005553409	0.006915679	0.009995818	0.0052941	0.012826698	0.00754082	0.005599287	0.006180449	0.011163748	0.006589012	0.005803899	0.00694646	0.00789751	0.005099466	0.003831045	0.008727863	0.005150304	0.009021231	0.005993518	0.01143037	0.008519	0.008512932	0.007109625	0.0136788	0.009166084	0.005417549	0.006478752
CBM5	0	0	1.17E-05	4.13E-05	9.33E-05	4.06E-05	0	6.12E-05	1.81E-05	2.89E-05	7.31E-05	9.29E-05	1.63E-05	0	0	0	0.00074693	1.27E-05	2.19E-05	9.35E-05	5.25E-05	3.69E-05	0.000102663	7.86E-05	7.98E-05	4.71E-06	0.000186591	0.000132551	2.70E-05	1.67E-05	0.000449072	0.0002531	3.02E-05	1.05E-05	0.000359725	0.000164598	0	0.000825496	0.000196359	0.000972326	0.000139815	0.00043836	7.28E-05	0.000211529	0.000802751	8.53E-05	0.000148277	0.000101398	0.00155553	0.001059878	0.000310784	0.00060394	0.000782909	0.000445535	0	7.47E-05	6.30E-05	9.38E-05	6.83E-05	0.000135672	6.30E-05	0.000358327	9.74E-05	0.000402238	7.23E-05	0	4.11E-05	0.000411749	0.000137857	7.95E-05	0	0.000287452	9.61E-06	7.76E-05	0.000132892	2.57E-05	0	0.000298228	0.000139452	0.000495303	1.60E-05	0.000263746	9.15E-05	0.000369592	0	0.000753006	0.000137892	8.10E-05	1.52E-05	2.37E-05	2.91E-05	3.29E-05	5.22E-05	6.48E-05	0.000193776	0.000202956	2.98E-05	0	0.00040344	0.000360196	0	3.15E-05	0.000238035	0.000628411	0.000412171	0.000703159	0.000324922	0.000263856	0	5.29E-05
CBM50	0.00332368	0.002559136	0.003258697	0.003070318	0.004190818	0.003002295	0.00339584	0.002721824	0.004947754	0.002227171	0.004120732	0.006284252	0.005292114	0.002787034	0.003346993	0.001709886	0.005743926	0.002461349	0.00337265	0.002902904	0.004153625	0.00394912	0.003201688	0.003743959	0.005353213	0.00374891	0.003862423	0.003177359	0.005208725	0.002875834	0.004453684	0.004193366	0.002821992	0.00360698	0.003310648	0.003212959	0.003047478	0.002330138	0.00336579	0.003526533	0.002622277	0.002613123	0.004231674	0.003713977	0.003147077	0.003094433	0.003012962	0.002674598	0.003533197	0.00316336	0.002863726	0.003560115	0.002898667	0.003091043	0.004371553	0.001927982	0.002009278	0.0040404	0.004916856	0.002850965	0.002623238	0.002982838	0.002973197	0.003529116	0.0032909	0.002227753	0.003608891	0.004404786	0.002542957	0.003833039	0.001988307	0.005630118	0.001996798	0.00334766	0.001936015	0.00195582	0.004955893	0.002668864	0.001819368	0.002863273	0.002559169	0.001939999	0.005376458	0.002541322	0.002814537	0.002198945	0.002071203	0.003054779	0.00393295	0.00193679	0.0046276	0.002302886	0.003557659	0.003025457	0.003443679	0.00319297	0.003570005	0.001493555	0.002468336	0.003203068	0.001977899	0.001127403	0.002450222	0.00983025	0.004658195	0.002996633	0.002650028	0.003288138	0.003761926	0.002099444
CBM51	0.00108683	0.002162684	0.005988901	0.001563573	0.001460446	0.001886667	0.001831853	0.00131953	0.007489695	0.001575454	0.002621057	0.003721714	0.002728157	0.002898943	0.002907261	0.002456766	0.00416711	0.003035304	0.00266681	0.001441638	0.001682362	0.001146961	0.001662516	0.000197565	0.002351225	0.002958799	0.007625357	0.000763438	0.006150261	0.003199349	0.00326106	0.002400103	0.00167721	0.001918448	0.003035174	0.001706437	0.002527489	0.000514053	0.00338158	0.00162267	0.002896463	0.003117903	0.004137876	0.001223636	0.002025693	0.001976744	0.00251371	0.002362268	0.002905071	0.001891412	0.00215631	0.001753279	0.001682589	0.001190605	0.004662172	0.001341647	0.00360222	0.002592349	0.003836839	0.000848653	0.005273404	0.002567267	0.003593331	0.00060978	0.003237029	0.002025951	0.006174857	0.001528904	0.002909001	0.001154549	0.000696071	0.0028824	0.002617072	0.000798698	0.003694611	0.001381816	0.004900704	0.001073976	0.003258849	0.000566559	0.004470467	0.000793927	0.003054344	0.002458916	0.003298131	0.0014328	0.004974148	0.000984459	0.00267425	0.001387099	0.002760746	0.00156453	0.006020629	0.001235803	0.002662395	0.001182089	0.002436988	0.001118058	0.001051129	0.001027044	0.00187256	0.002468721	0.001704962	0.002688427	0.004946009	0.003635333	0.002075438	0.0010101	0.005680405	0.001883014
CBM54	0.000793124	0.00196878	0.00205456	0.00138508	0.004006038	0.001134703	0.000349015	0.000475049	0.000216396	0.000440717	0.000789227	0.000968106	0.00064528	0.000441878	0.000491825	0.00103366	0.001556155	0.000456988	0.001605502	0.001904788	0.001155343	0.000667242	0.002998206	0.001755435	0.002354913	0.000799443	0.000782875	0.001668599	0.000915394	0.001207773	0.000650633	0.000673046	0.000944204	0.000719051	0.002423372	0.001416832	0.001664251	0.003591778	0.001183861	0.001928555	0.000885448	0.000373954	0.00133175	0.002296292	0.001982438	0.001219179	0.001458298	0.000553809	0.003843417	0.001469146	0.001991337	0.001028297	0.003867315	0.002289406	0.002673061	0.000316249	0.001007811	0.00106289	0.003975716	0.000828302	0.002713849	0.001837315	0.002406974	0.002167935	0.001681068	0.000463173	0.001183745	0.000808137	0.002925012	0.002259052	0.001069654	0.000708806	0.002995192	0.001072574	0.001091124	0.000468178	0.002099517	0.000791029	0.002469383	0.002329974	0.000376962	0.00130724	0.001579109	0.001892032	0.003253592	0.002991484	0.001520239	0.001422457	0.000474817	0.001066358	0.002012659	0.002045216	0.001164908	0.002593172	0.000655009	0.001572117	0.00118457	0.000285778	0.001028241	0.000379963	0.002318342	0.000603205	0.001218833	0.001319148	0.000761331	0.000479569	0.001711737	0.001677178	0.000193574	0.000410426
CBM56	0	0	0	4.92E-05	0	8.29E-05	0	0	0	2.91E-05	1.26E-05	0.000125124	2.33E-05	5.36E-05	0	2.63E-05	1.42E-05	2.34E-05	0	5.08E-05	0	2.40E-05	0	7.24E-05	0	1.21E-05	0	2.59E-05	0	1.38E-05	0	4.98E-05	1.62E-05	7.13E-05	0	0.00013461	0	5.05E-05	2.15E-05	0	0	4.95E-05	0	0	1.61E-05	3.27E-05	0	6.67E-05	0	0.000142637	0	7.84E-05	0	3.94E-05	0	2.51E-05	0	0	0	3.50E-05	0	5.61E-05	0	2.64E-05	0	2.35E-05	0	0.00018225	0	2.73E-05	0	4.50E-05	0	2.40E-05	0	0	0	3.42E-05	0	4.76E-05	0	2.86E-05	0	0.000107253	0	0	0	0	0	5.88E-05	0	0	2.19E-05	2.71E-05	0	3.28E-05	1.40E-05	4.90E-05	9.23E-05	1.37E-05	1.41E-05	4.63E-05	0	9.46E-05	0	7.40E-05	0	2.27E-05	0	5.38E-05
CBM57	0.001151733	0.002068977	0.00150469	0.002752134	0.001763132	0.00185944	0.002412706	0.003325477	0.0024264	0.00215014	0.002310433	0.002394207	0.002743063	0.002174369	0.001820124	0.002327835	0.002192802	0.002174116	0.002496681	0.001521998	0.002501695	0.003707875	0.002110619	0.003021258	0.003103878	0.003019868	0.002083675	0.003260569	0.001358796	0.002703447	0.002736106	0.0027383	0.00161706	0.004279669	0.002384985	0.002262617	0.002537004	0.002146497	0.002636	0.003780221	0.002305308	0.00259667	0.001985173	0.002148015	0.001877704	0.002572913	0.001118612	0.002324347	0.001881303	0.002874299	0.001834224	0.002365475	0.001295188	0.003048078	0.000883354	0.002607498	0.001742299	0.002675612	0.001136423	0.003968272	0.001291306	0.003240216	0.001128504	0.001851053	0.00156496	0.002433027	0.001204771	0.003316041	0.001659763	0.004310178	0.000369069	0.003621994	0.001585834	0.003502162	0.001167831	0.003082166	0.001119767	0.003437008	0.001657478	0.003239151	0.001466102	0.00228626	0.002768804	0.003561292	0.000974822	0.001811697	0.001379862	0.001104379	0.002701653	0.002410024	0.002921226	0.001479543	0.002881196	0.003741593	0.002930223	0.002759981	0.002219497	0.0024171	0.002462326	0.002801849	0.00154464	0.001682561	0.001793672	0.001830781	0.00215386	0.002438963	0.001080624	0.001865113	0.001368925	0.00190996
CBM6	0.002735337	0.002862567	0.001396305	0.003539812	0.003584324	0.005152077	0.004983139	0.006006414	0.004025247	0.003617394	0.002315283	0.003555827	0.003072816	0.002680104	0.002046534	0.00303442	0.002624292	0.004469461	0.002774949	0.003722352	0.003872974	0.00490553	0.003023137	0.006367408	0.001451075	0.003055757	0.002645226	0.003835657	0.00193915	0.00334837	0.002268731	0.003266893	0.002300429	0.004202479	0.003299325	0.004245889	0.003459341	0.003830679	0.003086953	0.003086937	0.00133026	0.003124783	0.003474333	0.00386621	0.002449484	0.003685001	0.001808882	0.003848684	0.001604456	0.002664759	0.002925696	0.003751955	0.00190979	0.004347051	0.001602699	0.005849507	0.003371896	0.00388864	0.002309872	0.005402426	0.002229595	0.004398854	0.002334409	0.00316854	0.003218486	0.005380845	0.002359816	0.003414936	0.003361048	0.0035378	0.0010922	0.003565656	0.003096131	0.002919871	0.002262427	0.00372812	0.002563262	0.004392986	0.003414042	0.004503136	0.005115713	0.00486735	0.00298143	0.00447276	0.002081417	0.003316771	0.002928835	0.002152656	0.002622828	0.005128456	0.003603694	0.003702089	0.002602494	0.003500745	0.003250401	0.003718832	0.003383243	0.005381073	0.003441703	0.004461933	0.00344106	0.004616691	0.002358383	0.003826786	0.001977252	0.004429338	0.003912634	0.005183592	0.002945564	0.004504097
CBM61	0.000471359	0.000536703	0.00042089	0.00245126	0.000449007	0.000872615	0.000137826	3.76E-05	0.000271599	0.000457843	0.00078899	0.000333323	0.000547239	0.000376195	0.002167859	0.000226924	0.000419805	0.000683043	0.00065442	0.001534408	0.000321264	0.000583221	0.000227329	8.71E-05	0.001675932	0.001246668	0.000201169	0.000379795	0.000533028	0.000548019	0.000610951	0.003080192	0.00024407	0.000167912	0.000492493	0.000704009	0.000280761	0.001070102	0.00070764	0.000344281	0.000600009	0.000280092	0.000739416	0.000983909	0.001059348	0.001309196	0.000926335	0.000357346	0.000915312	0.000293073	0.000317041	0.000180219	0.000180003	0.000789454	5.84E-05	0.000349079	0.000596486	0.000374124	0.000320871	0.000613928	0.000433644	0.000614803	0.000125163	0.000258807	0.000230975	0.000149749	0.000417158	0.000732574	7.45E-05	0.000931294	5.91E-05	0.000141369	0.000432397	0.000461233	0.000349238	0.00038433	4.20E-05	0.000298669	0.000140609	0.000889414	4.14E-05	0.000258538	0.000254028	0.000410901	0.000139939	0.000126111	6.38E-05	0.00173098	0.000257653	0.000480277	0.000505736	0.000540378	0.000327046	0.001107434	0.000583541	0.000165502	0.000364526	0.000134002	0.000220368	0.000227977	0.000568135	0.000291051	0.000712183	0.000365617	0.000613489	0.00080918	0.000118573	0.000267628	0.000623541	0.000844933
CBM62	0.000746569	0.000501874	0.000391836	0.000758069	0.000586944	0.001224749	0.001575559	0.001745988	0.001027553	0.000494637	0.001031286	0.000849043	0.000931558	0.000430413	0.000305513	0.000353293	0.000791426	0.000295696	0.000918906	0.000309746	0.001428009	0.001485734	0.001211716	0.001853969	0.000321849	0.000187658	0.001047966	0.001030454	0.00053267	0.000724925	0.001104326	0.001015708	0.000869875	0.001418663	0.001129951	0.000719344	0.001387328	0.001349821	0.000931081	0.000847258	0.000347071	0.000519666	0.001032112	0.00088487	0.00058878	0.001186068	0.000482836	0.001010763	0.000535548	0.001113973	0.000550646	0.001353127	0.000660947	0.000681661	0.00061464	0.00068664	0.001443566	0.001228283	0.000743179	0.00128826	0.001634163	0.00097624	0.001022261	0.001143529	0.001398476	0.000844222	0.000897805	0.001033555	0.001245643	0.001134428	0.000369623	0.000856614	0.001099006	0.000853818	0.00106035	0.000603441	0.000944466	0.001338787	0.001410209	0.001254555	0.001245334	0.001200384	0.001372972	0.001312622	0.000920151	0.000734384	0.001134779	0.000387108	0.000943258	0.000722041	0.001177872	0.000958362	0.000994293	0.000476653	0.001162505	0.000820108	0.001445698	0.000909356	0.000568295	0.001013498	0.000744424	0.000237811	0.000581799	0.00095024	0.000851567	0.00152366	0.00055494	0.000690641	0.0004514	0.000515474
CBM63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000163201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CBM65	6.98E-05	0.000528456	5.11E-06	0.000168228	1.44E-05	0.000661423	3.50E-05	2.65E-05	0.000289514	0.000142572	0.00029169	0.000118222	0.000615863	0.000116585	0.000683208	0.000372018	0.000178648	0.000316711	0.000365395	0.000566824	2.24E-05	0.000454767	9.34E-06	0.000117306	0.000493369	0.000537403	0.000116759	0.000109258	3.33E-05	0.000549249	0.00018101	4.84E-05	0.000473581	7.58E-06	0.000471146	0.000152238	0.000411139	0	0.000464486	0.000359439	0.00022006	8.47E-06	0	0.000411383	0.000239084	0.00012355	0	0.000243178	0.000727771	0.000410431	0.000428786	8.26E-05	2.29E-05	0.000540022	0	1.88E-05	0	0.00062837	0	0.000425113	0	0.000166739	0	0.000116559	0	2.23E-05	0	8.16E-05	0	0.000643225	0	0.000146521	0	0.000354707	0	0	0	0.000122098	0	1.03E-05	0	0.000217612	0.000357882	0.000362689	0	4.01E-05	0	5.50E-05	4.95E-05	0	0.000124987	0.000864086	2.59E-05	0.000883968	0.000225829	0.000548248	0.000159717	6.31E-06	0.000612953	0.000344266	1.40E-05	0.000841492	0.000320439	0.000348005	0.000103242	1.63E-05	0.000296193	0.000130498	0.000110566	0.000137421
CBM66	7.97E-05	0.00017627	0.000108287	0.000679577	0.000617976	0.000810587	0.00082266	0.001373575	0.000399997	0.000878814	7.98E-05	9.72E-05	0.000142893	0.000250185	0.000155661	0.000187336	0.00029733	0.000440196	0.000285961	0.000306374	0.00112946	0.001208811	0.000396186	0.000528824	0.000167737	0.000238567	0.000296472	0.000603074	7.39E-05	0.001367774	0.000177377	0.000296553	0.000229962	0.000295389	0.000154509	0.000468337	0.000571811	0.000876978	0.000515626	0.001190621	0.000232526	0.00028025	0.000477702	0.000538646	0.000477684	0.000684989	0.0001739	0.00014865	0.000349676	0.002590473	0.000591244	0.001164518	0.000105413	0.00058465	0.000917959	0.000239801	0.000761929	0.000655592	0.000645811	0.000233923	0.000505922	0.000567442	0.000182152	0.001375543	0.000287431	0.000259143	0.000209195	0.000412902	0.000527606	0.000493355	0.005920275	0.000127944	0.000413462	0.000853106	0.000693498	0.002114562	0.000355444	0.000325882	0.000946799	7.26E-05	0.000330706	0.001770799	0.000930104	0.000913942	0.000387096	0.000171103	0.000268134	0.000336681	0.000342097	0.000574305	0.000319676	0.000482052	0.000317468	0.000506616	0.00049081	0.000618949	0.001023329	0.001061246	0.000230159	0.000126096	0.00168569	0.000261259	0.000671407	0.000289742	0.000276322	0.000232326	0.000442766	0.000883581	0.000821642	0.001417146
CBM67	0.008480509	0.008931642	0.004669297	0.006510213	0.004900162	0.004576292	0.004803248	0.00676208	0.004320377	0.009271862	0.005805484	0.007668766	0.007296578	0.011246137	0.005791039	0.010965052	0.005424098	0.00736433	0.006652341	0.006589028	0.004436091	0.00559956	0.006304776	0.005684895	0.005371616	0.007686724	0.004706764	0.007337878	0.004355138	0.006235373	0.005397641	0.008703488	0.006038924	0.006808747	0.006438762	0.00749036	0.005352391	0.007431401	0.005458336	0.006893961	0.005162993	0.007181959	0.004117904	0.005488721	0.007071134	0.008634493	0.005429726	0.009309352	0.003096938	0.004623962	0.0047865	0.006459547	0.005904118	0.007209836	0.005413055	0.007118169	0.006039087	0.00579746	0.006798915	0.007736118	0.006069257	0.006319161	0.006343372	0.004401427	0.007326577	0.008289683	0.004577905	0.007993479	0.008510857	0.006604521	0.016522312	0.009925571	0.008949647	0.008438324	0.007365091	0.007928052	0.004901318	0.007463851	0.006710961	0.007884244	0.005202135	0.0060568	0.005201858	0.007366818	0.009557854	0.006923146	0.007245029	0.009745254	0.007348438	0.008131372	0.007348289	0.006923739	0.004004455	0.006940118	0.005526806	0.0070881	0.005254341	0.009030148	0.006917081	0.0106714	0.00525839	0.011244453	0.006965532	0.005027375	0.005836683	0.008372123	0.005609534	0.003378074	0.00560724	0.007697916
CBM68	4.29E-05	2.21E-05	0	0	0	0	2.33E-05	1.12E-05	7.15E-05	0.000160483	1.48E-05	1.88E-05	1.51E-05	2.04E-05	0	0	2.16E-05	0.000135292	0.000121853	5.35E-05	3.53E-05	7.57E-06	2.11E-05	0	1.39E-05	2.53E-05	0	0	9.82E-06	2.93E-05	1.22E-05	0	4.01E-05	0.000263182	1.64E-05	1.09E-05	4.80E-05	8.52E-05	5.38E-05	6.51E-05	3.53E-05	8.53E-05	3.14E-05	0	3.16E-05	6.53E-05	1.59E-05	0	2.04E-05	3.95E-05	2.74E-05	3.22E-05	0	0	2.50E-05	4.59E-05	0	6.42E-05	0	0	1.87E-05	1.83E-05	0	2.26E-05	0	0	0	0	0	0	0	0	0	1.16E-05	0	2.88E-05	0	0	7.00E-05	0	0	3.73E-05	0	0	0	1.53E-05	0	2.06E-05	5.69E-05	1.50E-05	2.32E-05	8.75E-06	0.000108147	1.56E-05	6.15E-05	0	2.44E-05	9.35E-06	2.47E-05	0	1.80E-05	1.06E-05	1.66E-05	0	1.62E-05	0	2.30E-05	0	8.97E-05	5.39E-05
CBM71	1.62E-05	3.07E-05	1.99E-05	4.20E-05	9.19E-05	2.83E-05	3.37E-05	0	0	5.90E-05	5.57E-05	7.71E-06	6.06E-05	0	4.18E-05	8.75E-05	1.45E-05	5.01E-05	0.000181375	3.19E-05	7.93E-05	3.70E-05	7.18E-05	0	1.28E-05	4.07E-06	0	0	4.23E-05	3.21E-05	0.000137198	0.000133137	0.00010301	7.44E-05	0.000190541	0.000106169	3.11E-05	1.03E-05	0.000147852	0	0.000101153	9.48E-05	6.35E-05	0	2.92E-05	3.03E-05	6.34E-05	2.39E-05	0.000143884	9.67E-05	7.30E-05	2.00E-05	0.000125366	1.31E-05	0	6.25E-05	7.05E-05	4.50E-06	0	0	0.000221655	0.000102144	7.69E-05	1.26E-05	0.000104172	0	3.36E-05	1.93E-05	0	7.37E-06	0	2.27E-05	0	3.82E-05	6.68E-05	3.42E-05	0	3.30E-05	1.63E-05	2.75E-05	6.35E-05	0	0	5.12E-06	2.37E-05	3.71E-05	1.30E-05	7.33E-05	3.92E-05	0	6.88E-06	2.97E-05	0.000347486	1.03E-05	5.53E-05	0	0.000178244	0	3.61E-05	1.96E-05	0.000192671	1.42E-05	6.30E-05	1.73E-05	0.000150572	6.13E-05	4.48E-05	5.26E-05	2.69E-05	1.98E-05
CBM74	3.41E-05	0.00014265	8.25E-05	0.000113717	0.000214352	0.001145404	0.000381678	0.000572408	3.23E-05	0.000389148	0.000202393	3.38E-05	3.05E-05	0.000639391	0	0.000370964	8.03E-05	4.41E-05	2.87E-05	0.000120277	8.16E-05	0.000455957	6.98E-05	0.000431493	0.000426187	0.000538337	0.000127299	0.000198509	3.93E-05	4.73E-05	0.000211294	8.73E-05	6.33E-05	0.000435462	0.000100624	0.000406103	6.24E-05	0.000276755	9.92E-05	0.000157008	6.92E-05	0.000974387	0.000113791	0.000103107	0.000107504	8.51E-05	8.16E-05	0.000572598	3.33E-05	0.000591755	0.000107499	0.000438621	9.77E-05	0.000844435	0	0.000173078	0	0.000200298	0	0.000293743	0	0.00015095	0	0.000171726	0.000133427	0.000375945	0	0.000119288	0	0.000203637	0	0.000267096	0	0.000249301	0	0	0	0.000114166	0	0.000231604	0.000148349	0.000613557	0.000141976	0.000457013	0	4.68E-05	0	0.000728603	0.000295925	0.000604882	0.000243815	0.000326116	0.000222302	0.000258731	0.000326838	0.000156003	0.000412756	0.000131074	0.000126651	0.000145918	0.000321144	0.000144919	0.000114636	0.000176297	4.13E-05	0.000183713	6.42E-05	0.000136586	6.22E-05	0.000114909
