KO	Sample_s9c	Sample_s9B	Sample_s8c	Sample_s8B	Sample_s7c	Sample_s7B	Sample_s76c	Sample_s76B	Sample_s75c	Sample_s75B	Sample_s74c	Sample_s74B	Sample_s73c	Sample_s73B	Sample_s72c	Sample_s72B	Sample_s71C	Sample_s71B	Sample_s6c	Sample_s6B	Sample_s66c	Sample_s66B	Sample_s65c	Sample_s65B	Sample_s64c	Sample_s64B	Sample_s62c	Sample_s62B	Sample_s61c	Sample_s61B	Sample_s60c	Sample_s60B	Sample_s58c	Sample_s58B	Sample_s57c	Sample_s57B	Sample_s56c	Sample_s56B	Sample_s55c	Sample_s55B	Sample_s54c	Sample_s54B	Sample_s53c	Sample_s53B	Sample_s52c	Sample_s52B	Sample_s51c	Sample_s51B	Sample_s50c	Sample_s50B	Sample_s4c	Sample_s4B	Sample_s49c	Sample_s49B	Sample_s48c	Sample_s48B	Sample_s46c	Sample_s46B	Sample_s45c	Sample_s45B	Sample_s42c	Sample_s42B	Sample_s39c	Sample_s39B	Sample_s38c	Sample_s38B	Sample_s37c	Sample_s37B	Sample_s36c	Sample_s36B	Sample_s35c	Sample_s35B	Sample_s34c	Sample_s34B	Sample_s33c	Sample_s33B	Sample_s32c	Sample_s32B	Sample_s31c	Sample_s31B	Sample_s30c	Sample_s30B	Sample_s2c	Sample_s2B	Sample_s29c	Sample_s29B	Sample_s28c	Sample_s28B	Sample_s24c	Sample_s24B	Sample_s22c	Sample_s22B	Sample_s21c	Sample_s21B	Sample_s19c	Sample_s19B	Sample_s18c	Sample_s18B	Sample_s16c	Sample_s16B	Sample_s15c	Sample_s15B	Sample_s14c	Sample_s14B	Sample_s13c	Sample_s13B	Sample_s11c	Sample_s11B	Sample_s10c	Sample_s10B
K06333	0.000284132	0.000445657	0.000411965	0.000320295	0.000274719	0.000244742	0.000145158	0.000121198	0.000163752	0.000240919	0.000307259	0.000379807	0.000356061	0.000249367	0.000300868	0.000330423	0.000317927	0.000211731	0.000233381	0.000296349	0.000167438	0.000101567	0.000244068	0.00022141	0.000455056	0.000289286	0.000307206	0.000252954	0.000238846	0.00025692	0.000273133	0.000352198	0.000393141	0.000240557	0.000324796	0.00027711	0.000229091	0.000233825	0.000285507	0.000235861	0.000243638	0.000215647	0.000259184	0.000290962	0.000421276	0.000267602	0.000422492	0.000319937	0.000417476	0.000313705	0.00033906	0.000262499	0.000324648	0.00019285	0.000174689	0.000111416	0.000147762	0.00024351	0.00024242	0.000105917	0.00024747	0.000220031	0.000190689	0.000332817	0.00014709	0.000111766	0.000154997	0.000281992	0.000151367	0.000162955	0.000112272	0.000333278	0.000215238	0.000226678	9.13658E-05	0.000124708	0.000147902	0.000189039	0.000155754	0.000205867	0.000130608	0.000165651	0.000266403	0.000183175	0.00017326	0.000242006	0.00012407	0.000263108	0.000241996	0.000218061	0.000248078	0.0003775	0.000185094	0.000158027	0.000212682	0.000239861	0.000227473	0.000121043	0.000350523	0.000265554	0.000197204	0.000360413	0.00038528	0.000374328	0.000356257	0.000379656	0.000287724	0.000290909	0.000202389	0.000213838
K06320	8.45476E-05	8.29389E-05	5.50226E-05	7.81034E-05	6.76509E-05	0.000222535	3.34327E-05	3.5166E-05	3.58699E-05	3.90431E-05	9.58518E-05	0.000139723	6.55356E-05	7.53001E-05	0.000203204	9.32962E-05	0.000108785	8.81183E-05	7.09119E-05	0.000199414	6.1961E-05	0.000131686	7.33597E-05	8.48563E-05	0.000172789	9.36585E-05	2.93426E-05	0.000128871	4.77225E-05	2.53854E-05	0.000104208	0.000350192	4.60669E-05	6.82856E-05	0.000167655	0.000138318	3.07305E-05	0.000185772	9.96556E-05	0.000118189	4.83777E-05	4.70355E-05	0.000123628	0.000200105	0.000160441	0.000127055	0.00011013	5.51589E-05	0.00014554	0.000111117	8.74155E-05	6.93489E-05	9.60757E-05	0.000183677	8.59058E-05	5.51072E-05	9.201E-05	8.71403E-05	0.000144523	0.000148011	0.000116876	8.57066E-05	0.000119378	0.000158121	6.3824E-05	4.96411E-05	8.52337E-05	0.000119614	5.49847E-05	0.000205508	2.43062E-05	7.26358E-05	7.27932E-05	0.000151204	7.5461E-05	8.47121E-05	7.86618E-05	8.28426E-05	7.35318E-05	0.000149556	7.82082E-05	0.000105371	4.93696E-05	0.000112168	2.99484E-05	0.00012017	6.06496E-05	9.38296E-05	4.22779E-05	5.90751E-05	6.79326E-05	0.000210053	7.79313E-05	0.000231651	4.35054E-05	0.000100997	5.66768E-05	3.58593E-05	4.7291E-05	5.70315E-05	0.000150562	4.88192E-05	0.000109989	0.000156309	0.000151247	0.00014717	0.000126779	0.000138101	6.8699E-05	0.000153028
K06317	5.45581E-05	0.000198245	0.000143959	0.000169145	0.000160497	0.000130731	9.86534E-05	8.2674E-05	5.59953E-05	7.45633E-05	0.000136172	0.000186633	0.000129155	6.89541E-05	9.09963E-05	8.28256E-05	0.000171213	6.09134E-05	0.000105937	0.000110908	0.000127832	9.69377E-05	0.000130755	0.000108966	0.000214017	0.000128984	0.000125868	0.000122749	7.86149E-05	0.000152606	0.000121688	0.000106686	0.000140066	0.000102149	0.000154309	0.000101049	0.000148036	0.000156564	0.000188605	0.000209888	0.000105341	9.30634E-05	0.00015354	0.000159276	0.000181798	9.86394E-05	0.0001796	9.76525E-05	0.000256332	0.000278544	0.00018519	0.000187644	0.000167539	7.07276E-05	8.10839E-05	3.98454E-05	5.14753E-05	0.000150891	0.000113067	4.17516E-05	0.000122126	0.000127593	0.000112153	0.000199333	3.57093E-05	2.42265E-05	5.08019E-05	0.000101576	0.000101378	0.000103818	8.12388E-05	0.00014978	0.000110191	0.000156887	7.65525E-05	2.68987E-05	4.42774E-05	8.28585E-05	8.39702E-05	8.58948E-05	4.46887E-05	0.000166095	0.000126981	0.000125764	0.000101548	0.000103798	4.59889E-05	5.77982E-05	5.98444E-05	0.000104801	0.00011406	0.000151324	5.65844E-05	9.63088E-05	0.000123591	0.00012254	0.000125698	8.47284E-05	0.000135941	8.7218E-05	0.000146365	9.23587E-05	0.000133943	0.000181523	0.000151052	8.87787E-05	0.000132154	0.000173159	0.000101229	0.000106259
K06306	0.000145649	0.000377317	0.000356444	0.000290366	0.000284248	0.000219902	8.12096E-05	0.000108955	0.000129037	0.000144723	0.000235252	0.000221056	0.000239905	0.000109147	0.000301075	0.000206284	0.000207936	0.000166894	0.000202184	0.000335986	0.000215345	0.000138586	0.0002114	0.00019901	0.000430667	0.000186348	0.000285972	0.000260938	0.000161797	0.000274419	0.000187338	0.000294234	0.000273936	0.000136063	0.000321739	0.000265861	0.000224079	0.000342259	0.000270094	0.000263019	0.000217126	0.000116847	0.00021733	0.000305067	0.000309771	0.000244566	0.000301419	0.000169203	0.000405522	0.00039589	0.000327647	0.000222628	0.000355538	0.000211795	0.000223881	7.10874E-05	0.000144948	0.000237301	0.00026011	0.000112013	0.00031538	0.000267721	0.000176017	0.00040375	0.000144074	5.51672E-05	0.000158459	0.00022076	0.00014188	0.000219767	0.000200378	0.000169133	0.000214004	0.000283476	0.000142954	0.000127247	0.000120659	0.000112654	0.000139658	0.000239565	6.88054E-05	0.000261337	0.000194541	0.000217721	0.000170355	0.000303391	0.000106328	0.000184087	0.000130121	0.000136743	0.00021529	0.000407048	0.000234679	0.00020513	0.000179769	0.000271081	0.00022418	0.000125868	0.00024416	0.000177601	0.000282587	0.000227195	0.000280621	0.000308582	0.000238872	0.000195794	0.000260019	0.000321052	0.000143416	0.000243081
K06298	0.000142754	0.000183056	0.000110187	0.000147875	0.000178809	0.000152779	5.91338E-05	2.8465E-05	6.79392E-05	6.38576E-05	0.000140944	0.000270191	0.000181329	6.73629E-05	0.000192623	0.000132502	0.000180858	0.000143952	0.000111728	0.000233334	9.25328E-05	5.96504E-05	0.000113199	0.000106293	0.000247058	0.000168646	0.000147938	0.000139451	9.75513E-05	0.00011183	0.000107193	0.000231003	0.0001262	0.000107975	0.000179343	0.000154136	0.000100379	0.000190622	0.000137852	0.000139216	9.85187E-05	9.43162E-05	0.000184348	0.000192763	0.000171961	0.00014226	0.00014026	0.000127732	0.000179775	0.000145478	0.0001188	9.25132E-05	0.000190321	0.000125783	7.3315E-05	4.74215E-05	0.000108828	0.000128002	9.65512E-05	7.32601E-05	0.000109264	0.000196062	0.000111301	0.000218868	7.70897E-05	4.27772E-05	0.000103679	0.000134604	9.38113E-05	0.000145324	8.46223E-05	0.00015194	9.88395E-05	0.000113963	8.55385E-05	8.62508E-05	5.71544E-05	6.63674E-05	9.67668E-05	0.000169051	3.98698E-05	9.93358E-05	0.000149484	0.000101069	6.31514E-05	0.000209467	4.9344E-05	0.000163917	0.000122578	8.58758E-05	0.000116514	0.000191766	0.000118773	0.000139103	0.000110232	0.000143148	9.16214E-05	6.59623E-05	8.79456E-05	8.32086E-05	9.49085E-05	0.000100627	0.000172821	0.000313805	0.000169801	0.000140566	0.000180057	0.000158406	8.33239E-05	0.000137199
K06295	0.000287453	0.000332117	0.000381782	0.000278684	0.000161538	0.000182452	0.000224904	0.000209536	0.000195462	0.00025142	0.000315681	0.000391017	0.000355444	0.000226498	0.000293172	0.00032346	0.00039381	0.000280022	0.000247793	0.000218107	0.000203275	0.000136296	0.000321061	0.00020134	0.000230497	0.000268213	0.000309238	0.000166757	0.000250617	0.000398314	0.000225503	0.000196251	0.000354959	0.000242779	0.000279732	0.00026391	0.000274894	0.000210832	0.00028601	0.000270523	0.000231543	0.000287387	0.000265408	0.00021707	0.000305479	0.00025161	0.000334507	0.000302926	0.000335857	0.000346127	0.000272604	0.00032624	0.00031322	0.000163781	0.000145697	9.89174E-05	8.0921E-05	0.000226408	0.000153278	7.33036E-05	0.00018817	0.000237285	0.000134922	0.000230634	0.000106864	0.000102858	9.72254E-05	0.00025887	0.000125237	0.000107977	0.00030679	0.000320812	0.000145563	0.000229031	0.000101757	0.000105894	7.64134E-05	0.000191804	0.000189617	0.000160613	0.000129974	0.000235558	0.000320313	0.00020499	0.000142647	0.000177349	0.000185947	0.00013067	0.000325638	0.000199233	0.000225219	0.000263346	0.000176098	9.0076E-05	0.000245096	0.000198239	0.000296877	0.000197543	0.000314815	0.000239868	0.0002515	0.00041612	0.000299908	0.000379474	0.000289071	0.000375165	0.000278612	0.000201886	0.000250486	0.000176477
K06287	0.000725221	0.000727751	0.00075935	0.000749674	0.000715785	0.00078211	0.000864827	0.000859118	0.000808274	0.000731239	0.000801754	0.000775184	0.000757889	0.000691144	0.000736515	0.00069632	0.000748472	0.000746275	0.000795385	0.000636201	0.000862556	0.00080787	0.000838883	0.000845862	0.000673276	0.000743285	0.000832951	0.000768616	0.000743722	0.000797386	0.000775481	0.000745611	0.000742046	0.000853429	0.000762599	0.00072445	0.000842819	0.000722014	0.000758138	0.000792798	0.000796921	0.000799073	0.000772356	0.000715746	0.000768607	0.000797459	0.000716822	0.000783851	0.000742231	0.000798518	0.00074406	0.000827051	0.000742599	0.000698418	0.000685205	0.000757728	0.000598888	0.00078796	0.000601581	0.000809604	0.000571142	0.000796989	0.000641505	0.000764436	0.000603779	0.000748753	0.000660983	0.000775251	0.000571995	0.00079505	0.000635706	0.000795855	0.000557036	0.000754965	0.000642786	0.000742442	0.000633535	0.000817881	0.000678939	0.000795097	0.000605532	0.000776419	0.00080952	0.000848335	0.000629835	0.000720533	0.000652782	0.000518443	0.000808957	0.000770163	0.000806051	0.000728581	0.000812895	0.000730527	0.000829124	0.000753356	0.000835148	0.000784569	0.000772712	0.000766072	0.000762051	0.000739918	0.000748481	0.000690423	0.000757346	0.000838621	0.00078533	0.000728605	0.000776735	0.000699102
K06284	0.000123508	0.000211685	0.000330747	0.000219042	0.000227554	0.000212901	6.36545E-05	3.8492E-05	7.30812E-05	9.62118E-05	0.000208466	0.000264062	0.000158382	5.68098E-05	0.000138208	0.000111078	0.000183414	8.68452E-05	0.000123719	0.000142148	8.39412E-05	5.42074E-05	0.000147089	0.000147063	0.000247658	0.000190151	0.000266488	0.00013343	9.6872E-05	0.000134131	0.000145413	0.000137786	0.000164514	9.08075E-05	0.000275164	0.000128934	0.000194655	0.000260506	0.000199049	0.000230199	0.000126371	0.00011904	0.000126653	0.000160736	0.000199983	0.000120024	0.000212638	0.000157185	0.000395812	0.000229799	0.000200578	0.000130496	0.000265602	0.000131771	0.000222374	0.000101996	0.000100421	0.000224007	0.000198646	5.47088E-05	0.000227712	0.00016025	0.000160497	0.00016325	0.000116164	4.82434E-05	8.60223E-05	0.00013332	0.000157419	9.98874E-05	4.83938E-05	0.000225731	0.00014006	0.000149294	8.32768E-05	4.46178E-05	0.000111299	9.4041E-05	0.00014824	0.000156003	3.49516E-05	0.00010274	0.000220889	0.00019925	0.00015675	0.000180396	8.25686E-05	8.95099E-05	0.000140322	7.59359E-05	0.000191977	0.000225583	8.65171E-05	9.55994E-05	0.000136526	0.000175099	0.000113901	3.12466E-05	0.000239093	0.000113772	9.29416E-05	0.000131833	0.000184179	0.000238026	0.000144888	0.000106227	0.000135554	0.000131181	7.03604E-05	6.3596E-05
K06283	0.000324174	0.000427382	0.000429155	0.000407445	0.000309622	0.00029909	0.000248695	0.000238521	0.000246836	0.000285483	0.000361604	0.000468455	0.000286358	0.000265148	0.000422909	0.000373859	0.000387372	0.00031236	0.00033004	0.000422578	0.000244358	0.000178495	0.000380078	0.000283171	0.000434105	0.000303576	0.000360974	0.000268656	0.00028215	0.000450948	0.000268257	0.000434702	0.000404813	0.000261144	0.000373284	0.00034298	0.000306191	0.000347104	0.000320776	0.000356549	0.000284138	0.000314579	0.000331901	0.000360186	0.00045126	0.000353348	0.000440357	0.000334315	0.000420778	0.000409965	0.000334531	0.000363052	0.000438992	0.000254123	0.000187621	0.000127971	0.000164288	0.000265711	0.000178794	0.000131094	0.000268818	0.000338926	0.000201375	0.000393949	0.000166201	0.000138726	0.000167022	0.000303338	0.000157522	0.000225487	0.000376141	0.000353289	0.000233869	0.000310307	0.000178258	0.000190712	0.000113517	0.00024263	0.000260109	0.000297946	0.000148812	0.000311177	0.000333944	0.000285851	0.000195594	0.000348279	0.000224784	0.000275061	0.000298062	0.000259961	0.000298118	0.000380001	0.000273366	0.000219424	0.000283455	0.000268939	0.000329007	0.000235908	0.000355504	0.000276834	0.000329895	0.000418759	0.000415099	0.000394906	0.000380722	0.000410281	0.00037593	0.000351275	0.000272097	0.000261298
K06223	0.000595004	0.000599343	0.000369546	0.000507382	0.000496321	0.000515569	0.000788287	0.000759171	0.000519916	0.000483033	0.000536647	0.0005486	0.000687731	0.000505141	0.000559519	0.000634025	0.000661868	0.000634307	0.000651218	0.000603726	0.00053338	0.000449285	0.000523163	0.000590015	0.000486809	0.000549526	0.000429527	0.000566358	0.000386296	0.00060259	0.000473409	0.000455416	0.000558845	0.000629377	0.000553591	0.000569667	0.000491213	0.000528041	0.000525157	0.000565696	0.000412048	0.000741017	0.000469493	0.000589735	0.000520165	0.000579438	0.000450222	0.000530337	0.000479584	0.000438685	0.000564769	0.000432203	0.000437842	0.000437456	0.000381336	0.000393425	0.00026098	0.000606024	0.000465309	0.000475546	0.000413498	0.000460062	0.000377697	0.000570231	0.000233549	0.000465019	0.000281884	0.000570235	0.000214872	0.000478628	0.000281668	0.000579331	0.000419521	0.000623638	0.00031237	0.000435857	0.000271196	0.000509519	0.000380384	0.000583164	0.000597612	0.000479079	0.000536561	0.000521619	0.000312728	0.000396661	0.000295432	0.000425403	0.000557903	0.000605674	0.000654533	0.000685456	0.000549688	0.000438435	0.000550648	0.000509298	0.000493692	0.000545952	0.000624102	0.000627348	0.000428592	0.000697217	0.000575279	0.000506492	0.000442238	0.000594846	0.000559208	0.000372243	0.00051399	0.000383628
K06221	0.000282631	0.00017226	0.00036028	0.000283788	0.000326431	0.000182602	0.000307145	0.000288917	0.000289519	0.000212566	0.000319224	0.000216195	0.000224229	0.000338727	0.000362835	0.000249717	0.000319749	0.000219047	0.000296255	0.000372188	0.000273355	0.000323463	0.000362754	0.000262473	0.000239635	0.000201718	0.000227346	0.000224483	0.000436884	0.000320477	0.000256747	0.000277704	0.000323593	0.000211093	0.000290054	0.000227746	0.000280598	0.000342299	0.000346925	0.000247749	0.000266928	0.000194762	0.00027305	0.000257801	0.000293245	0.000283045	0.000312424	0.000151791	0.000380315	0.000361027	0.000343552	0.000283073	0.000315329	0.000288166	0.000361164	0.000178912	0.000393868	0.00034909	0.000401816	0.000185347	0.000439119	0.000240003	0.000305669	0.000323695	0.000361404	0.000310544	0.000476509	0.000224269	0.000357893	0.000224986	0.000292149	0.000142438	0.000447301	0.000255287	0.000370315	0.00029194	0.000404109	0.000243068	0.000353709	0.000270164	0.000424404	0.000269857	0.000344279	0.000227759	0.000328733	0.000267782	0.000395266	0.000666843	0.000282049	0.000210458	0.000334075	0.000364831	0.000209585	0.000176426	0.000244644	0.000299552	0.000279694	0.000284961	0.000271936	0.000221406	0.000522183	0.000227586	0.000338796	0.000291717	0.000361174	0.000277985	0.000225096	0.000217131	0.000354979	0.000300777
K06218	0.000282188	0.000349772	0.000293911	0.000173998	0.000177765	0.000100998	5.64103E-05	8.59973E-05	9.66669E-05	0.000186697	0.000153475	0.000219383	0.000227533	0.000282266	0.00017806	0.000328538	0.0001156	0.000132665	0.000135532	0.000207009	6.13394E-05	3.97981E-05	7.66646E-05	8.68176E-05	0.000162322	0.000149458	0.000231126	0.000121802	0.000113392	8.08765E-05	0.000113409	0.000144586	0.000107068	4.79368E-05	0.000229057	0.000167933	0.000109981	0.000124347	0.000135656	0.000143679	0.000109801	0.000108172	0.00011115	0.000191463	0.000266198	0.000267643	0.000168445	0.00017983	0.000169312	0.000108346	0.00015132	0.0001255	0.000111689	7.66569E-05	4.18962E-05	3.35765E-05	0.000121638	0.000138159	0.000106205	5.03506E-05	0.000124129	8.03075E-05	5.70941E-05	0.000183136	2.06753E-05	6.50184E-05	7.17455E-05	0.00011408	6.42716E-05	0.000119823	2.51731E-05	0.00021899	0.000195314	0.000114451	3.94208E-05	0.00013284	3.30321E-05	3.31134E-05	3.6611E-05	0.000112115	6.04218E-05	9.86363E-05	9.79671E-05	6.85466E-05	9.01883E-05	0.000160398	2.44282E-05	0.000118149	0.000153092	0.000128812	0.00018004	0.000222136	9.04213E-05	0.000111876	8.44204E-05	0.000187198	6.78481E-05	6.40666E-05	0.000246998	0.000247208	7.18274E-05	0.000296758	0.000273655	0.000174494	0.000177236	0.000242458	0.000145292	0.000106414	0.000153316	0.000194854
K06217	0.000595525	0.000658456	0.000646201	0.00068378	0.000686409	0.000630744	0.000668053	0.000682151	0.000545353	0.000666021	0.000666971	0.000582717	0.000614755	0.000578876	0.000658389	0.000652526	0.00065873	0.000666789	0.000683454	0.000643486	0.000699126	0.000703875	0.000693388	0.000681298	0.000695814	0.000651313	0.000666822	0.000679563	0.000519568	0.000692391	0.000668081	0.000625682	0.000680547	0.00066809	0.000670274	0.000666655	0.000695122	0.000682433	0.000661124	0.000704104	0.00075466	0.000668492	0.000644305	0.000680837	0.000696127	0.000662041	0.000665032	0.000651169	0.000640422	0.000709253	0.000689617	0.000693629	0.000712263	0.000699009	0.000685906	0.000691067	0.000569049	0.000651943	0.000610161	0.000679624	0.000542246	0.000677309	0.000616479	0.000655582	0.000588377	0.000628168	0.0004851	0.000664276	0.000575659	0.000682626	0.000624915	0.000624992	0.00055474	0.000687667	0.000629279	0.000688249	0.000538025	0.000686088	0.000641387	0.000686797	0.000515432	0.000728935	0.000704021	0.000696321	0.000593947	0.000657111	0.000581619	0.000680875	0.000667332	0.000666639	0.000616036	0.000668155	0.000696587	0.000713858	0.000681232	0.000682949	0.000693079	0.000694054	0.000729108	0.000656904	0.000680777	0.000661679	0.000688638	0.000565197	0.000623083	0.000612352	0.000658278	0.000673071	0.00052363	0.00063103
K06213	0.000516899	0.000489445	0.000491687	0.000495305	0.000438873	0.000422969	0.000515547	0.000402474	0.000391005	0.000403449	0.000509798	0.00059786	0.000525224	0.000386068	0.000455781	0.000469252	0.0004377	0.000312627	0.000496987	0.000423205	0.000509185	0.000414861	0.000481073	0.000517476	0.000461303	0.000386805	0.000552195	0.000411998	0.000398762	0.000496855	0.000443701	0.000474214	0.000539372	0.000480154	0.000472112	0.000442264	0.000510928	0.000363276	0.000468136	0.000393796	0.000429611	0.000401913	0.000483641	0.000431339	0.000494904	0.000517524	0.000482012	0.000465947	0.000434598	0.000536689	0.00046247	0.000548529	0.000472862	0.000394045	0.000369947	0.000374407	0.000406564	0.000442151	0.000386631	0.000354069	0.00047113	0.000446489	0.000391805	0.000513683	0.000440528	0.000327202	0.000316897	0.000446364	0.000355283	0.000381651	0.000381449	0.000509835	0.000402091	0.000448864	0.000421658	0.000292091	0.000332675	0.000427172	0.000416647	0.000409843	0.000407461	0.000499172	0.000540591	0.000432555	0.000360323	0.000436006	0.000333007	0.000335565	0.000504023	0.000400529	0.000462356	0.000477396	0.000488321	0.000326702	0.000500678	0.000403827	0.000553506	0.000401251	0.000491024	0.000391859	0.000515489	0.000490756	0.000533042	0.00050775	0.00043737	0.000559214	0.000546156	0.000496405	0.000407136	0.000378349
K06209	0.000240642	0.000338237	0.000273513	0.000239063	0.000250654	0.000119267	0.000144779	0.000157944	0.000121427	0.000227415	0.000209527	0.000221164	0.000221019	0.000192791	0.000220121	0.000247584	0.000176077	0.000163265	0.000208451	0.000288619	0.000181084	0.000103816	0.000234243	0.000205599	0.000272893	0.000153273	0.000228127	0.000212006	0.0002305	0.000272844	0.000184712	0.00023513	0.00033602	0.000155961	0.000240024	0.000189132	0.000258661	0.000242752	0.000216149	0.000218633	0.00019615	0.000109036	0.000159987	0.000236923	0.000296513	0.000248215	0.000320287	0.000213716	0.000226057	0.000274103	0.000282392	0.000197634	0.000348886	0.000158644	0.000169179	4.97294E-05	0.000117124	0.000161414	0.000170269	7.49601E-05	0.000205144	0.000182661	0.000161736	0.000325116	0.000134677	7.97832E-05	0.000101562	0.000165808	0.000143451	0.000131942	0.000112853	0.000191302	0.000139784	0.000218479	0.00011638	0.000100561	0.000119415	0.000171671	0.000137648	0.000195238	0.000113931	0.000255893	0.000205599	0.000144051	0.000161208	0.000240898	9.03573E-05	0.000203822	0.000143953	0.00015302	0.000180513	0.000345569	0.000174866	0.000109921	0.000163312	0.000182075	0.000248945	0.000158852	0.000248378	0.000194592	0.00024484	0.000277333	0.000301379	0.000208336	0.000251445	0.000203125	0.000220308	0.0002656	0.000196023	0.000217432
K06207	0.000710657	0.000703589	0.000826562	0.000709528	0.000681697	0.000668919	0.000744388	0.000735954	0.000782377	0.000706778	0.000762679	0.000736844	0.000748113	0.00067475	0.00075929	0.000703029	0.000753083	0.00076942	0.000763738	0.000692452	0.000761828	0.000724	0.000744972	0.00067985	0.000748104	0.000748276	0.000862957	0.000691726	0.00074416	0.000767675	0.000742068	0.000665358	0.000704592	0.000720581	0.000679103	0.000685841	0.000749273	0.000664518	0.000719002	0.000736803	0.000778276	0.000754764	0.000728166	0.000687652	0.000733053	0.000696227	0.000711048	0.000700884	0.000722614	0.000720838	0.000726464	0.000736266	0.000690306	0.000652299	0.000702738	0.00070156	0.000609328	0.000728499	0.00065401	0.000682982	0.000611637	0.000702474	0.000656239	0.00066686	0.000629355	0.00068198	0.000669055	0.000719896	0.000597963	0.000708969	0.000644685	0.000734559	0.000582197	0.000699297	0.000660324	0.00069665	0.000647094	0.000684725	0.00066619	0.000652641	0.000617121	0.000730293	0.000797591	0.00069544	0.000654584	0.000647625	0.000671159	0.000651423	0.000765502	0.000704895	0.000713505	0.000667693	0.000762984	0.000704866	0.000751046	0.000701479	0.000735049	0.000722313	0.000711248	0.000688948	0.000727182	0.000725683	0.000706577	0.000753346	0.00074057	0.000707447	0.000740655	0.00068368	0.000761945	0.000688337
